X,Y,OBJECTID,REPT_NO,LABEL,YEARDRILLED,GRIDNAME,GRIDLINE,GRIDSTATION,LOCATIONMAP,COMMENTS,AZIMUTHTRUE,DIP,LENGTH_M,OVERBURDEN_M,SURFACEROCK,CORESIZE,LOGSREPORTED,LOCATIONDETAIL
-66.0425622333052,47.3001935283054,14624,471390,S-55-410,1955,,,,2,,,45,223.4184,3.048,Quartz feldspar porphyry,17,1,Noranda data
-66.0424151277055,47.2988436746943,14625,471389,NB-54-304,1954,,,,1,,163,45,73.4568,6.096,Quartz feldspar porphyry,17,1,Noranda data
-66.0424583025453,47.2999772329165,14626,UNIDENTIFIED,S-378,,,,,,Noranda data,,,,,,,,Noranda data
-66.0423337464369,47.3006243883082,14627,471390,S-55-409,1955,,,,2,,,45,283.1592,3.048,Quartz feldspar porphyry,17,1,Noranda data
-66.042113743524,47.3000658170099,14628,471390,S-55-398,1955,,,,2,,,,206.3496,3.048,Feldspar porphyry,17,1,Noranda data
-66.0420176865986,47.2989320487188,14629,471389,NB-54-302,1954,,,,1,,163,45,104.5464,5.4864,Quartz feldspar porphyry,17,1,Noranda data
-66.0417456545096,47.2982743233082,14630,471389,NB-54-301,1954,,,,1,,343,45,136.5504,8.5344,Chloritic greenstone,17,1,Noranda data
-66.041703224634,47.3001361477606,14631,UNIDENTIFIED,S-334,,,,,,Noranda data,,,,,,,,Noranda data
-66.041703224634,47.3001361477606,14632,UNIDENTIFIED,S-338,,,,,,Noranda data,,,,,,,,Noranda data
-66.0416978958207,47.3007567907027,14633,471390,S-55-432,1955,,,,2,,,,231.0384,4.2672,"Porphyry, feldspar ",17,1,Noranda data
-66.0414604843518,47.2976075497458,14634,471389,NB-54-303,1954,,,,1,,165,45,106.3752,6.096,Quartz feldspar porphyry,17,1,Noranda data
-66.041408678143,47.2974814118279,14635,471389,NB-54-309,1954,,,,1,,343,45,123.1392,2.7432,weathered quartz feldspar porphyry,17,1,Noranda data
-66.0413491372393,47.2967165880934,14636,UNIDENTIFIED,S-526,,,,,,Noranda data,,,,,,,,Noranda data
-66.0415079092828,47.3013227289289,14637,471390,S-55-404,1955,,,,2,,,45,285.9024,6.7056,Quartz feldspar porphyry,17,1,Noranda data
-66.0413791505603,47.2993792684587,14638,471389,NB-54-317,1954,,,,1,,163,45,123.1392,5.1816,Quartz porphyry,17,1,Noranda data
-66.0410778205044,47.2959779071804,14639,UNIDENTIFIED,S-525,,,,,,Noranda data,,,,,,,,Noranda data
-66.0413190726729,47.3002155770339,14640,471390,S-55-403,1955,,,,2,,,45,201.168,1.524,Quartz feldspar porphyry,17,1,Noranda data
-66.0500515294883,47.4516615001566,14641,471492,Ryanor-1,1964,,,,1,drill log missing from report,,,,,,,2,
-66.04094212384,47.2963821486691,14642,471389,NB-54-313,1954,,,,1,,163,45,121.92,4.2672,Greenstone,17,1,Noranda data
-66.0409162992598,47.2963100847409,14643,471389,NB-54-311,1954,,,,1,,343,45,121.6152,5.4864,Quartz feldspar porphyry,17,1,Noranda data
-66.0409747422873,47.3002771732371,14644,UNIDENTIFIED,S-372,,,,,,Noranda data,,,,,,,,Noranda data
-66.0405978652022,47.2995110864757,14645,471389,NB-54-315,1954,,,,1,,163,45,122.5296,1.524,Siliceous greenstone,17,1,Noranda data
-66.0492574362668,47.4514785107471,14646,471492,Ryanor-2,1964,,,,1,drill log missing from report ,,,,,,,2,
-66.0401478422463,47.2949577518123,14647,UNIDENTIFIED,S-484,,,,,,Noranda data,,,,,,,,Noranda data
-66.0399074279036,47.2998411545692,14648,471389,NB-54-319,1954,,,,1,,163,45,153.924,1.2192,Sheared porphyry,17,1,Noranda data
-66.0395669327545,47.3009911729523,14649,UNIDENTIFIED,S-337,,,,,,Noranda data,,,,,,,,Noranda data
-66.0391578580004,47.2993614201484,14650,UNIDENTIFIED,S-544A,,,,,,Noranda data,,,,,,,,Noranda data
-66.0391447132211,47.2993523724953,14651,UNIDENTIFIED,S-544,,,,,,Noranda data,,,,,,,,Noranda data
-66.0391649457388,47.3000720641294,14652,471389,NB-54-321,1954,,,,1,,163,45,119.1768,7.0104,"Sheared porphyry, weathered ",17,1,Noranda data
-66.0386297438156,47.3007985304803,14653,UNIDENTIFIED,S-365,,,,,,Noranda data,,,,,,,,Noranda data
-66.0385155575974,47.2987112023574,14654,UNIDENTIFIED,S-335,,,,,,Noranda data,,,,,,,,Noranda data
-66.0384475025148,47.3004649815037,14655,471389,NB-54-323,1954,,,,1,,163,45,125.2728,8.5344,Weathered porphyry,17,1,Noranda data
-66.038151224736,47.302613631809,14656,UNIDENTIFIED,S-528,,,,,,Noranda data,,,,,,,,Noranda data
-66.0379520334075,47.301182608501,14657,UNIDENTIFIED,S-354,,,,,,Noranda data,,,,,,,,Noranda data
-67.0443946910894,46.3693282965354,14658,476956,SB-06-20,2006,,,,1,,272,-55,263,7.46,Strongly foliated mafic tuff,15,1,Coordinates provided
-67.0457333600151,46.3649681404151,14659,476956,SB-06-21,2006,,,,1,,277,-55,249,15.55,Felsic to intermediate ash tuff,15,1,Coordinates provided
-67.0471855898626,46.3650740159692,14660,476956,SB-06-22,2006,,,,1,,277,-55,255,9,Felsic ash tuff/intermediate ash tuff,15,1,Coordinates provided
-67.0468294760501,46.3641229320516,14661,476956,SB-06-23,2006,,,,1,,277,-55,273,10.5,Volcanic breccia ,15,1,Coordinates provided
-67.0479240582837,46.3633226157003,14662,476956,SB-06-24,2006,,,,1,,277,-55,177,6,Brecciated intermediate to felsic ash tuffs ,15,1,Coordinates provided
-67.0479824183153,46.362414621422,14663,476956,SB-06-25,2006,,,,1,,277,-55,231,9.8,Intermediate ash tuffs,15,1,Coordinates provided
-67.0505278165744,46.3635829768343,14664,476956,SB-06-26,2006,,,,1,,97,-55,246,4.61,Medium-grained gabbro,15,1,Coordinates provided
-67.0430381829409,46.3694490160156,14665,476956,SB-06-27,2006,,,,1,,270,-50,300,9.4,Well-foliated quartz feldspar lapilli tuff,15,1,Coordinates provided
-67.0477273236044,46.3688452377521,14666,476956,SB-06-28,2006,,,,1,,97,-55,201,11,Medium-grained gabbro,15,1,Coordinates provided
-67.0434676012163,46.370167368172,14667,476956,SB-06-29,2006,,,,1,,97,-55,147,8.5,Fine-grained banded to finely foliated tuff,15,1,Coordinates provided
-67.0409833010792,46.3716458605659,14668,476956,SB-06-30,2006,,,,1,,277,-45,255,9.3,"Interlayered, biotite-rich tuff",15,1,Coordinates provided
-67.0462469305106,46.3695219778481,14669,476956,SB-07-01,2007,,,,1,,277,-50,173,8.1,Coarse-grained felsic augen feldspar lapilli tuff,19,1,Coordinates provided
-67.0439464683701,46.3687716244891,14670,476956,SB-07-02,2007,,,,1,,277,-55,300,13.3,Fine-grained banded mafic tuff,19,1,Coordinates provided
-67.0445155985255,46.3703113685974,14671,476956,SB-07-03,2007,,,,1,,277,-55,332,6.5,Fine-grained intermediate tuff,19,1,Coordinates provided
-67.045252067066,46.3689829487449,14672,476956,SB-07-04,2007,,,,1,,277,-55,321,10.35,Intermediate to mafic ash tuffaceous metasediment,19,1,Coordinates provided
-67.0464572403683,46.369093521644,14673,476956,SB-07-05,2007,,,,1,,277,-55,143,9.35,Interbedded mafic tuff and felsic tuff,19,1,Coordinates provided
-67.0463319232715,46.3685964037136,14674,476956,SB-07-06,2007,,,,1,,277,-50,131,14.1,Medium-grained felsic tuff,19,1,Coordinates provided
-67.046790116957,46.3681452579863,14675,476956,SB-07-07,2007,,,,1,,97,-55,251,16.32,Felsic ash tuff (interbedded),19,1,Coordinates provided
-67.0448964229667,46.369840805918,14676,476956,SB-07-08,2007,,,,1,,277,-55,302,5,Felsic asf tuff with moderate foliation ,19,1,Coordinates provided
-67.0408606690923,46.3721657511975,14677,476956,SB-07-09,2007,,,,1,,270,-55,307,9.84,Interbedded tuffaceous metasediments,19,1,Coordinates provided
-67.0479249198837,46.3684075727521,14678,476956,SB-07-10,2007,,,,1,,97,-55,54.27,16.4,Medium-grained altered gabbro,19,1,Coordinates provided
-67.0479249198837,46.3684075727521,14679,476956,SB-07-10A,2007,,,,1,,97,-55,326,16.85,Medium-grained altered gabbro,19,1,Coordinates provided
-67.0459976176846,46.3699497203566,14680,476956,SB-07-11,2007,,,,1,,277,-55,252,8.23,Mafic tuffs and tuffaceous metasediments ,19,1,Coordinates provided
-67.0400810447993,46.3721524354436,14681,476956,SB-07-12,2007,,,,1,,273,-55,246.23,10.72,Interbedded sedimentary units (shales),19,1,Coordinates provided
-67.0491982101766,46.3684293488419,14682,476956,SB-07-13,2007,,,,1,,97,-55,380,23.24,Medium-grained altered gabbro,19,1,Coordinates provided
-67.0459685673394,46.3703991722919,14683,476956,SB-07-14,2007,,,,1,,275,-55,166.87,9.15,Mafic ash lapilli tuffs and tuffaceous metasediments,19,1,Coordinates provided
-67.041692295081,46.3721799846661,14684,476956,SB-07-15,2007,,,,1,,272,-55,245,5,Tuffaceous metasediments and banded tuffs,19,1,Coordinates provided
-65.8302043827897,47.3945040016001,14685,UNIDENTIFIED,B318,,,,,,Noranda data,,,,,,,,Noranda data
-65.8304450179807,47.4122344406573,14686,UNIDENTIFIED,B321,,,,,,Noranda data,,,,,,,,Noranda data
-65.8297301922172,47.412176324594,14687,UNIDENTIFIED,B322,,,,,,Noranda data,,,,,,,,Noranda data
-65.8290416413714,47.4121363466044,14688,UNIDENTIFIED,B323,,,,,,Noranda data,,,,,,,,Noranda data
-65.8321482281056,47.4771150194015,14689,UNIDENTIFIED,12-97-327,,,,,,Noranda data,,,,,,,,Noranda data
-65.8327137708375,47.4944061220771,14690,UNIDENTIFIED,CH-54-05,,,,,,Noranda data,,,,,,,,Noranda data
-65.8282865006638,47.4121229619906,14691,UNIDENTIFIED,B324,,,,,,Noranda data,,,,,,,,Noranda data
-65.8277861797204,47.4034759159087,14692,UNIDENTIFIED,B313,,,,,,Noranda data,,,,,,,,Noranda data
-65.8277840909473,47.4130824955802,14693,UNIDENTIFIED,B357,,,,,,Noranda data,,,,,,,,Noranda data
-65.8275580878067,47.4120917382166,14694,UNIDENTIFIED,B325,,,,,,Noranda data,,,,,,,,Noranda data
-65.8268216369202,47.4043158222674,14695,UNIDENTIFIED,B312,,,,,,Noranda data,,,,,,,,Noranda data
-65.8271231686263,47.4150485342413,14696,UNIDENTIFIED,B358,,,,,,Noranda data,,,,,,,,Noranda data
-65.8311491287684,47.4974552712737,14697,UNIDENTIFIED,NI-53-01,,,,,,Noranda data,,,,,,,,Noranda data
-65.825400128961,47.4108918224453,14698,UNIDENTIFIED,B244,,,,,,Noranda data,,,,,,,,Noranda data
-65.8250000119184,47.4037834816135,14699,UNIDENTIFIED,B356A,,,,,,Noranda data,,,,,,,,Noranda data
-65.8251471663804,47.4130761118239,14700,UNIDENTIFIED,B247,,,,,,Noranda data,,,,,,,,Noranda data
-65.8248823199976,47.4078395136704,14701,UNIDENTIFIED,B235,,,,,,Noranda data,,,,,,,,Noranda data
-65.8250272453587,47.4141727915729,14702,UNIDENTIFIED,B248,,,,,,Noranda data,,,,,,,,Noranda data
-65.8246174542004,47.4078289699967,14703,UNIDENTIFIED,B227,,,,,,Noranda data,,,,,,,,Noranda data
-65.8247359398975,47.4120662764127,14704,UNIDENTIFIED,B246,,,,,,Noranda data,,,,,,,,Noranda data
-65.8248278141864,47.4152690060405,14705,UNIDENTIFIED,B249,,,,,,Noranda data,,,,,,,,Noranda data
-65.8242129034916,47.4083842895138,14706,UNIDENTIFIED,B229,,,,,,Noranda data,,,,,,,,Noranda data
-65.8241941727119,47.4109027615161,14707,UNIDENTIFIED,B243,,,,,,Noranda data,,,,,,,,Noranda data
-65.8239025850332,47.406736399073,14708,UNIDENTIFIED,B225,,,,,,Noranda data,,,,,,,,Noranda data
-65.8239745333817,47.4083738994218,14709,UNIDENTIFIED,B222,,,,,,Noranda data,,,,,,,,Noranda data
-65.8238280062941,47.4063491798568,14710,UNIDENTIFIED,B255,,,,,,Noranda data,,,,,,,,Noranda data
-65.8237994449838,47.4075543348611,14711,UNIDENTIFIED,B253,,,,,,Noranda data,,,,,,,,Noranda data
-65.8237130939338,47.408093525584,14712,UNIDENTIFIED,B259,,,,,,Noranda data,,,,,,,,Noranda data
-65.8236245905175,47.406716781292,14713,UNIDENTIFIED,B254,,,,,,Noranda data,,,,,,,,Noranda data
-65.823607683982,47.4070045204275,14714,UNIDENTIFIED,B252,,,,,,Noranda data,,,,,,,,Noranda data
-65.8236237797729,47.4078231543258,14715,UNIDENTIFIED,B257,,,,,,Noranda data,,,,,,,,Noranda data
-65.823616806931,47.4083718047647,14716,472303,B-185,1957,,,,1,,95,36,137.16,2.1336,Iron formation,17,1,Noranda data
-65.8235647368014,47.4072561272387,14717,UNIDENTIFIED,B256,,,,,,Noranda data,,,,,,,,Noranda data
-65.8235841471154,47.4078139272509,14718,UNIDENTIFIED,B224,,,,,,Noranda data,,,,,,,,Noranda data
-65.8235380104624,47.4072739605677,14719,UNIDENTIFIED,B228,,,,,,Noranda data,,,,,,,,Noranda data
-65.823372735059,47.4077677140452,14720,472303,B-181,1957,,,,1,,95,48,105.4608,1.8288,Iron formation,17,1,Noranda data
-65.823250195492,47.4069844361127,14721,472303,B-184,1957,,,,1,,95,48,111.252,2.7432,Iron formation,17,1,Noranda data
-65.8230920108858,47.4069205444,14722,UNIDENTIFIED,B264,,,,,,Noranda data,,,,,,,,Noranda data
-66.0809923836244,47.2929635226745,14723,UNIDENTIFIED,S-1230,,,,,,Noranda data,,,,,,,,Noranda data
-66.0808836341518,47.2916588323093,14724,UNIDENTIFIED,S-596,,,,,,Noranda data,,,,,,,,Noranda data
-66.0807899463431,47.2901203222979,14725,UNIDENTIFIED,S-601,,,,,,Noranda data,,,,,,,,Noranda data
-66.0807290721311,47.2894544601909,14726,471389,NB-54-124,1954,,,,1,,343,60,308.4576,3.048,Quartz feldspar porphyry,17,1,Noranda data
-66.0809479905966,47.2935660355816,14727,UNIDENTIFIED,S-67,,,,,,Noranda data,,,,,,,,Noranda data
-66.080830610571,47.291676629904,14728,UNIDENTIFIED,S-574,,,,,,Noranda data,,,,,,,,Noranda data
-66.0808168956338,47.2917395460488,14729,UNIDENTIFIED,S-157,,,,,,Noranda data,,,,,,,,Noranda data
-66.0807880531373,47.2920452760087,14730,UNIDENTIFIED,S-595,,,,,,Noranda data,,,,,,,,Noranda data
-66.0807390553161,47.2915503651522,14731,471390,S-55-178,1955,,,,2,,,90,52.7304,9.144,Quartz porphyry,17,1,Noranda data
-66.0807360180344,47.2919371451838,14732,UNIDENTIFIED,S-575,,,,,,Noranda data,,,,,,,,Noranda data
-66.0806658075145,47.2907765165913,14733,UNIDENTIFIED,S-32,,,,,,Noranda data,,,,,,,,Noranda data
-66.0805780697773,47.2901645277335,14734,UNIDENTIFIED,S-600,,,,,,Noranda data,,,,,,,,Noranda data
-66.0806250159872,47.2909202905764,14735,UNIDENTIFIED,S-31,,,,,,Noranda data,,,,,,,,Noranda data
-66.080635692985,47.2912441545463,14736,471389,NB-54-126,1954,,,,1,,,90,91.1352,4.8768,Mineralized greenstone,17,1,Noranda data
-66.0808662789897,47.2955536632277,14737,UNIDENTIFIED,S-686,,,,,,Noranda data,,,,,,,,Noranda data
-66.0804921008164,47.2893276664425,14738,UNIDENTIFIED,S-891,,,,,,Noranda data,,,,,,,,Noranda data
-66.0805708624782,47.2910820062372,14739,UNIDENTIFIED,S-30,,,,,,Noranda data,,,,,,,,Noranda data
-66.0806056485704,47.2917027975434,14740,UNIDENTIFIED,S-41,,,,,,Noranda data,,,,,,,,Noranda data
-66.0806358430105,47.2929082560597,14741,471389,NB-54-117,1954,,,,1,,343,45,151.7904,4.572,Quartz feldspar porphyry,17,1,Noranda data
-66.080540605601,47.2915676338931,14742,UNIDENTIFIED,S-40,,,,,,Noranda data,,,,,,,,Noranda data
-66.0804804396727,47.2908118230755,14743,UNIDENTIFIED,S-33,,,,,,Noranda data,,,,,,,,Noranda data
-66.0804579569809,47.2903080132074,14744,UNIDENTIFIED,S-611,,,,,,Noranda data,,,,,,,,Noranda data
-66.0805021453658,47.2914145766027,14745,UNIDENTIFIED,S-39,,,,,,Noranda data,,,,,,,,Noranda data
-66.0804633319509,47.2913064937202,14746,UNIDENTIFIED,S-38,,,,,,Noranda data,,,,,,,,Noranda data
-66.0806323186657,47.2950400903178,14747,UNIDENTIFIED,S-685,,,,,,Noranda data,,,,,,,,Noranda data
-66.0804465066306,47.2917651847532,14748,UNIDENTIFIED,S-576,,,,,,Noranda data,,,,,,,,Noranda data
-66.0804114395978,47.2911803729562,14749,UNIDENTIFIED,S-37,,,,,,Noranda data,,,,,,,,Noranda data
-66.0803379849367,47.290433508774,14750,471389,NB-54-101,1954,,,,1,,343,45,153.3144,6.4008,Quartz feldspar porphyry,17,1,Noranda data
-66.080359476792,47.2910632470505,14751,UNIDENTIFIED,S-36,,,,,,Noranda data,,,,,,,,Noranda data
-66.080359476792,47.2910632470505,14752,471390,S-55-98,1955,,,,2,,,90,21.6408,4.2672,"Gossan; banded pyrite ",17,1,Noranda data
-66.0803458321592,47.2911171682643,14753,471390,S-55-97,1955,,,,2,,,90,20.4216,4.8768,Massive pyrite,17,1,Noranda data
-66.080368950374,47.2915400240716,14754,UNIDENTIFIED,S-42,,,,,,Noranda data,,,,,,,,Noranda data
-66.0803328238124,47.291090135504,14755,471390,S-55-96,1955,,,,2,,,90,21.336,6.096,"Brassy pyrite, leached",17,1,Noranda data
-66.0803208760285,47.2909281794509,14756,UNIDENTIFIED,S-35,,,,,,Noranda data,,,,,,,,Noranda data
-66.0802906169697,47.2914138070597,14757,UNIDENTIFIED,S-46,,,,,,Noranda data,,,,,,,,Noranda data
-66.0802520161301,47.2912787394509,14758,UNIDENTIFIED,S-44,,,,,,Noranda data,,,,,,,,Noranda data
-66.0803411653329,47.2933929217025,14759,UNIDENTIFIED,S-48,,,,,,Noranda data,,,,,,,,Noranda data
-66.0376791052033,47.3006328118616,14760,471389,NB-54-325,1954,,,,1,,163,45,128.016,5.4864,Leached quartz porphyry,17,1,Noranda data
-66.0375863901106,47.3006504304894,14761,UNIDENTIFIED,S-1046,,,,,,Noranda data,,,,,,,,Noranda data
-66.0374988967677,47.3000653960093,14762,UNIDENTIFIED,S-28,,,,,,Noranda data,,,,,,,,Noranda data
-66.0374824007082,47.300443125502,14763,UNIDENTIFIED,S-1051,,,,,,Noranda data,,,,,,,,Noranda data
-66.0374694118322,47.3004160880185,14764,UNIDENTIFIED,S-1045,,,,,,Noranda data,,,,,,,,Noranda data
-66.0374340308803,47.2999212137477,14765,UNIDENTIFIED,S-27,,,,,,Noranda data,,,,,,,,Noranda data
-66.0374775683682,47.3010008043683,14766,UNIDENTIFIED,S-373,,,,,,Noranda data,,,,,,,,Noranda data
-66.0374869721234,47.3014416035234,14767,UNIDENTIFIED,S-436,,,,,,Noranda data,,,,,,,,Noranda data
-66.037303910311,47.299677823214,14768,471390,S-55-417,1955,,,,2,,,89,55.1688,3.6576,Quartz feldspar porphyry,17,1,Noranda data
-66.0373617592201,47.3006315395053,14769,UNIDENTIFIED,S-1049,,,,,,Noranda data,,,,,,,,Noranda data
-66.0374766835925,47.3026289193565,14770,UNIDENTIFIED,S-527,,,,,,Noranda data,,,,,,,,Noranda data
-66.0372704475952,47.3004872511065,14771,UNIDENTIFIED,S-370,,,,,,Noranda data,,,,,,,,Noranda data
-66.0372553534007,47.3007030737554,14772,UNIDENTIFIED,S-1047,,,,,,Noranda data,,,,,,,,Noranda data
-66.0371226950796,47.2992273393424,14773,UNIDENTIFIED,S-333,,,,,,Noranda data,,,,,,,,Noranda data
-66.0371632620018,47.30064873348,14774,UNIDENTIFIED,S-1043,,,,,,Noranda data,,,,,,,,Noranda data
-66.0371610001569,47.3009095832589,14775,471390,S-55-421,1955,,,,2,,,44,129.2352,1.2192,Quartz feldspar porphyry,17,1,Noranda data
-66.0371013604785,47.3001627478534,14776,471390,S-55-415,1955,,,,2,,,45,69.4944,2.1336,Quartz porphyry,17,1,Noranda data
-66.0369299418569,47.2970587369397,14777,UNIDENTIFIED,S-482,,,,,,Noranda data,,,,,,,,Noranda data
-66.0372195147938,47.3033115175662,14778,UNIDENTIFIED,S-529,,,,,,Noranda data,,,,,,,,Noranda data
-66.0369846194604,47.2999014203961,14779,471390,S-55-194,1955,,,,2,,,90,31.0896,1.524,Quartz porphyry,17,1,Noranda data
-66.0369905859838,47.3007379918268,14780,UNIDENTIFIED,S-1010,,,,,,Noranda data,,,,,,,,Noranda data
-66.036919599094,47.299775227486,14781,471390,S-55-423,1955,,,,2,,,90,42.9768,3.048,Gossan,17,1,Noranda data
-66.0369260327963,47.3005578300281,14782,471389,NB-54-327,1954,,,,1,,163,45,120.396,1.8288,Weathered quartz feldspar porphyry,17,1,Noranda data
-66.0368546570782,47.2996400397123,14783,471390,S-55-193,1955,,,,2,,,90,31.3944,6.7056,Type A tuffs,17,1,Noranda data
-66.0365797449279,47.2962747529571,14784,UNIDENTIFIED,S-483,,,,,,Noranda data,,,,,,,,Noranda data
-66.0367829245078,47.3002874014075,14785,UNIDENTIFIED,S-25,,,,,,Noranda data,,,,,,,,Noranda data
-66.0367919321384,47.3007731748006,14786,UNIDENTIFIED,S-1037,,,,,,Noranda data,,,,,,,,Noranda data
-66.036717904152,47.3001612083982,14787,471390,S-54-26,1954,,,,2,,,90,45.72,2.1336,"Massive quartz, bleached and limonitic ",17,1,Noranda data
-66.0367239445778,47.3009887849519,14788,471390,S-55-419,1955,,,,2,,,46,125.5776,1.2192,Quartz feldspar porphyry,17,1,Noranda data
-66.0366528060238,47.3000440101694,14789,471390,S-55-416,1955,,,,2,,,89,57.912,7.3152,Gossan,17,1,Noranda data
-66.0365612630342,47.2999267056545,14790,471390,S-55-422,1955,,,,2,,,90,46.9392,9.7536,Gossan,17,1,Noranda data
-66.0365802114261,47.3007903146707,14791,UNIDENTIFIED,S-1036,,,,,,Noranda data,,,,,,,,Noranda data
-66.0365093880783,47.2998095604614,14792,471390,S-55-99,1955,,,,2,,,90,30.48,3.6576,Gossan,17,1,Noranda data
-66.0364893702925,47.3005920567448,14793,471390,S-55-418,1955,,,,2,,,46,77.4192,3.048,Quartz porphyry,17,1,Noranda data
-66.0364855429804,47.3010328028865,14794,UNIDENTIFIED,S-1041,,,,,,Noranda data,,,,,,,,Noranda data
-66.0364943917869,47.3015365658254,14795,UNIDENTIFIED,S-437,,,,,,Noranda data,,,,,,,,Noranda data
-67.0504981750695,46.3677044958728,14796,476956,SB-07-16,2007,,,,1,,97,-55,393,14.1,"Melanocratic, coarse-grained diorite(?) ",19,1,Coordinates provided
-67.0460831174497,46.3708331826148,14797,476956,SB-07-17,2007,,,,1,,274,-55,166.77,25.1,Felsic ash tuffs and mafic tuffs,19,1,Coordinates provided
-67.0420680837669,46.3718534083966,14798,476956,SB-07-18,2007,,,,1,,272,-55,260,6,Tuffaceous metasediments,19,1,Coordinates provided
-67.0457919650098,46.3713411983788,14799,476956,SB-07-19,2007,,,,1,,275,-55,177,16.4,Fine-grained mafic tuff,19,1,Coordinates provided
-67.0410114891322,46.3712233153707,14800,476956,SB-07-20,2007,,,,1,,272,-55,290,9.38,Foliated felsic lapilli tuff,19,1,Coordinates provided
-67.0492026294021,46.3675744267105,14801,476956,SB-07-21,2007,,,,1,,97,-55,371,7.88,Gabbro ,19,1,Coordinates provided
-67.0447359383212,46.3706931428396,14802,476956,SB-07-22,2007,,,,1,,272,-55,262,10,Interbedded mafic and felsic beds,19,1,Coordinates provided
-67.0420734026729,46.3713405510515,14803,476956,SB-07-23,2007,,,,1,,271,-55,164,10.7,"Mafic tuffs, intermediate lapilli/augen lapilli tuffs ",19,1,Coordinates provided
-67.0518631501583,46.3666117837484,14804,476956,SB-07-24,2007,,,,1,,97,-55,367,7,Coarse-grained diorite (gabbro?) ,19,1,Coordinates provided
-67.0416071121418,46.3709275487595,14805,476956,SB-07-25,2007,,,,1,,97,-55,83,15.26,Fine-grained metasedimentary unit ,19,1,Coordinates provided
-67.042211012396,46.3700378440371,14806,476956,SB-07-26,2007,,,,1,,277,-55,292,9.7,Mafic to intermediate mafic tuffs,19,1,Coordinates provided
-67.0416071121418,46.3709275487595,14807,476956,SB-07-27,2007,,,,1,,272,-55,254,10.75,Metasedimentary and tuffaceous sequence,19,1,Coordinates provided
-67.0507374545772,46.3668265785393,14808,476956,SB-07-28,2007,,,,1,,97,-55,395,4.15,Medium to coarse-grained gabbro,19,1,Coordinates provided
-67.0417034340605,46.3704162392047,14809,476956,SB-07-29,2007,,,,1,,272,-55,275,8.95,Tuffaceous metasediments and banded tuffs ,19,1,Coordinates provided
-67.0426323857451,46.3709810738603,14810,476956,SB-07-30,2007,,,,1,,273,-55,221,11.45,Intermediate tuff (possible diorite) ,19,1,Coordinates provided
-67.0398952084713,46.3729861710358,14811,476956,SB-07-31,2007,,,,1,,272,-55,287,3.3,Metasediment unit ,19,1,Coordinates provided
-67.0438124325324,46.3707042908763,14812,476956,SB-07-32,2007,,,,1,,272,-55,201,3.87,Metasediments ,19,1,Coordinates provided
-67.0466113853598,46.367323152167,14813,476956,SB-07-33,2007,,,,1,,97,-55,341,11.1,"Augen lapilli tuff, mafic and felsic ash tuffs",19,1,Coordinates provided
-67.0405452717271,46.3729883151004,14814,476956,SB-07-34,2007,,,,1,,272,-45,199,6.34,Tuffaceous metasediments ,19,1,Coordinates provided
-67.0443174369173,46.371126906542,14815,476956,SB-07-35,2007,,,,1,,272,-55,303,8.34,Banded tuffs,19,1,Coordinates provided
-67.0421133753422,46.3731322145512,14816,476956,SB-07-36,2007,,,,1,,272,-55,161,4.33,Argillaceous metasediments ,19,1,Coordinates provided
-67.042031086413,46.3736168263755,14817,476956,SB-07-37,2007,,,,1,,272,-55,224,1.3,Argillaceous metasediments ,19,1,Coordinates provided
-67.0478302543491,46.3674160107377,14818,476956,SB-07-38,2007,,,,1,,97,-55,230,6.3,Felsic lapilli tuff,19,1,Coordinates provided
-67.042031086413,46.3736168263755,14819,476956,SB-07-39,2007,,,,1,,92,-55,98,0,Altered tuffaceous metasediments ,19,1,Coordinates provided
-67.0458156436946,46.3717735737283,14820,476956,SB-07-40,2007,,,,1,,272,-55,155,16.96,Intermediate to mafic tuff,19,1,Coordinates provided
-67.0428025029343,46.3734950321524,14821,476956,SB-07-41,2007,,,,1,,285,-55,113,3.6,Felsic intermediate ash lapilli tuff,19,1,Coordinates provided
-67.0441837714374,46.3715926911698,14822,476956,SB-07-42,2007,,,,1,,277,-55,284,7.6,Intermediate ash tuff,19,1,Coordinates provided
-67.0437685033799,46.3697495523583,14823,476956,SB-07-43,2007,,,,1,,277,-55,251,9,Tuffaceous metasediment and banded tuffs ,19,1,Coordinates provided
-65.8231857431136,47.4089269653473,14824,UNIDENTIFIED,B220,,,,,,Noranda data,,,,,,,,Noranda data
-65.823074643807,47.4072442605163,14825,472303,B-183,1957,,,,1,,95,60,119.4816,0.9144,Iron formation,17,1,Noranda data
-65.8231398383835,47.4083690101649,14826,UNIDENTIFIED,B258,,,,,,Noranda data,,,,,,,,Noranda data
-65.8214934920748,47.3784870163782,14827,UNIDENTIFIED,17A-1,,,,,,Noranda data,,,,,,,,Noranda data
-65.8230771391995,47.4080897995516,14828,UNIDENTIFIED,B263,,,,,,Noranda data,,,,,,,,Noranda data
-65.8229775307457,47.4086289119499,14829,UNIDENTIFIED,B221,,,,,,Noranda data,,,,,,,,Noranda data
-65.822964052713,47.4086468228092,14830,UNIDENTIFIED,B262,,,,,,Noranda data,,,,,,,,Noranda data
-65.8228859559239,47.4074950126745,14831,UNIDENTIFIED,B265,,,,,,Noranda data,,,,,,,,Noranda data
-65.8229884448858,47.4108956994713,14832,UNIDENTIFIED,B245,,,,,,Noranda data,,,,,,,,Noranda data
